index,prediction,truth
2094129,go a dark very_dark medium ball,you must fetch a medium purple very_dark ball
2094156,go fetch a dark medium yellow key,fetch a medium purple dark ball
2094210,fetch a grey small neutral ball,fetch a grey neutral small ball
2094263,get a neutral neutral small key,go get a neutral small green key
2094467,go fetch a neutral medium red ball,get a red neutral medium ball
2094524,fetch a medium grey neutral ball,get a grey large light key
2094537,go get a large grey light key,go fetch a light large grey key
2094613,go fetch a grey tiny light key,get a light grey tiny key
2094651,fetch a light grey tiny key,go get a neutral grey tiny key
2094657,fetch a giant purple very_dark key,fetch a yellow very_dark giant key
2094767,fetch a very_light blue small ball,fetch a light small purple key
2094915,go get a neutral giant blue key,you must fetch a giant blue neutral key
2094966,you must fetch a red dark large ball,go get a large dark red ball
2095000,get a fetch small very_dark ball,get a small grey dark key
2095122,fetch a green large very_light ball,get a green very_light giant key
2095214,you must fetch a large dark blue key,go get a dark blue large key
2095235,get a fetch neutral grey giant ball,get a yellow giant neutral ball
2095238,fetch a red small very_dark key,fetch a red very_dark tiny key
2095252,fetch a yellow yellow very_dark ball,go get a dark grey small ball
2095254,go fetch a a blue neutral large key,go get a neutral large blue key
2095378,go fetch a large very_dark red key,go get a red very_dark large key
2095756,fetch must fetch a tiny tiny dark ball,go get a dark blue tiny ball
2095811,fetch a tiny blue light ball,go fetch a tiny light blue ball
2095814,go fetch a very_light blue medium key,go fetch a very_light medium blue key
2095859,fetch a very_light yellow small ball,get a yellow very_light small ball
2096020,go fetch a red dark dark key,get a very_dark red small ball
2096033,fetch a green large very_dark key,go fetch a medium dark blue key
2096044,get a giant green very_dark ball,fetch a very_dark green giant key
2096101,get a giant very_light green key,you must fetch a very_light green giant key
2096339,go get a green medium very_dark ball,go get a purple very_dark medium ball
2096465,you must fetch a very_dark purple purple key,go get a purple very_dark large key
2096637,get a tiny yellow light ball,fetch a light small yellow ball
2096706,fetch a giant a dark key,fetch a dark giant grey key
2096722,fetch a green small small key,you must fetch a light red small key
2096849,you must fetch purple very_dark ball,go fetch a giant purple very_dark ball
2097087,go get a very_dark purple large ball,go get a giant dark yellow ball
2097134,fetch a red very_light blue ball,go get a green very_light small key
2097287,go get a very_light purple giant key,go fetch a very_light purple giant key
2097420,go get a neutral green tiny ball,go get a green neutral tiny ball
2097595,fetch a neutral medium red ball,you must fetch a red medium neutral ball
2097646,get a tiny very_dark purple key,fetch a very_dark purple tiny key
2097777,go fetch a very_dark purple giant ball,get a very_dark purple giant ball
2097855,go get a green very_light small ball,go get a blue small very_light ball
2097869,go get a medium neutral red ball,you must fetch a neutral medium red ball
2097878,get a large light blue ball,go fetch a large light blue ball
2097923,get a dark medium medium ball,go get a medium green dark ball
2098096,go fetch light small blue ball,go get a very_light blue small key
2098116,go fetch a giant neutral yellow ball,go get a giant neutral yellow ball
2098126,you must fetch a dark large grey key,go get a grey large neutral key
2098135,get a giant blue neutral ball,go fetch a blue neutral giant ball
2098193,go fetch a small green light key,fetch a green light tiny key
2098276,get a fetch a small blue neutral ball,get a red small dark ball
2098403,you a giant neutral red ball,go fetch a red neutral giant ball
2098432,fetch a dark green neutral key,go fetch a blue neutral large key
2098515,you must blue light neutral key,get a neutral green small key
2098533,get a purple very_dark small ball,go get a blue very_dark small ball
2098555,fetch a a green tiny light key,go get a medium yellow very_light key
2098629,fetch a small dark red key,fetch a green small dark key
2098710,go fetch a very_light purple small key,you must fetch a blue very_light small ball
2098772,go get a very_dark very_dark ball,you must fetch a medium green very_dark ball
2098935,get a dark purple large key,get a large purple very_dark key
2098960,go fetch a dark red tiny key,fetch a tiny neutral green key
2099017,you must fetch a neutral green tiny ball,you must fetch a red tiny dark ball
2099142,go fetch a giant green very_dark key,you must fetch a red giant very_dark ball
2099240,go must fetch a grey dark small ball,fetch a grey dark small ball
2099284,you must fetch a medium green dark ball,you must fetch a dark green medium ball
2099393,you must fetch a large very_dark purple key,go fetch a very_dark large purple key
2099431,fetch a small yellow very_light key,go fetch a purple light small key
2099592,fetch a medium purple dark key,go fetch a neutral medium purple key
2099666,get a very_light very_light green key,go get a green large very_light key
2099668,get a fetch a large dark red key,go get a dark large red ball
2099737,fetch a red neutral small ball,go fetch a small neutral red ball
2099764,you must fetch a very_dark green medium ball,go fetch a green very_dark medium ball
2099772,go fetch a yellow tiny very_dark ball,you must fetch a very_dark tiny yellow ball
2099820,go get grey light tiny ball,go fetch a light tiny grey ball
2099834,get a very_dark small grey ball,go get a small dark grey ball
2099972,you must fetch purple very_light medium key,get a very_light medium yellow key
2099998,fetch a very_dark small blue ball,get a very_dark blue small ball
2100007,go get a large red blue key,get a large neutral red ball
2100095,get a grey large very_light ball,go fetch a grey large very_light ball
2100224,fetch a neutral medium grey ball,get a grey neutral medium ball
2100230,fetch a yellow large dark key,you must fetch a giant dark grey key
2100241,go a very_light red medium key,go fetch a very_light medium red key
2100253,fetch a medium very_dark green key,you must fetch a green very_dark medium key
2100310,go get a small green very_dark key,go get a small very_dark green key
2100358,go get a purple giant light key,fetch a purple giant light key
2100420,fetch a small small purple key,go fetch a small purple neutral key
2100577,go get a tiny grey dark ball,you must fetch a tiny dark grey ball
2100615,fetch a small very_light small key,get a small green very_light ball
2101002,go get a grey giant neutral ball,fetch a giant neutral grey ball
2101060,go fetch a dark small red ball,go fetch a small dark red ball
2101117,fetch get a blue dark giant ball,you must fetch a blue giant dark ball
2101153,go fetch a yellow giant very_dark key,you must fetch a very_dark yellow giant key
2101200,go fetch a small blue very_dark ball,get a very_dark small blue ball
2101393,fetch a very_light green giant ball,go get a neutral giant red ball
2101486,go fetch a giant purple very_dark key,get a very_dark purple giant ball
2101549,go fetch a green medium grey key,fetch a medium blue neutral ball
2101721,get a red very_light medium key,go get a red very_light medium key
2101905,you must fetch a red light medium key,you must fetch a very_light red medium ball
2101929,go get a tiny very_dark purple key,get a very_dark tiny purple ball
2102100,go fetch a blue small light ball,fetch a purple very_light small key
2102109,get a large large blue ball,go get a large light blue ball
2102123,get a light medium green key,fetch a medium light green key
2102136,get a neutral small green ball,fetch a green neutral tiny ball
2102267,fetch a yellow light small ball,go get a yellow light small ball
2102284,get a small grey light key,go get a light grey small key
2102300,get a a small very_light blue ball,go get a blue light small ball
2102309,get a neutral grey very_light ball,go get a large grey light key
2102381,go a a tiny very_dark grey ball,go fetch a very_dark grey tiny ball
2102419,you must fetch a blue giant dark key,fetch a blue giant dark key
2102816,get a a neutral small green key,you must fetch a neutral small green key
2102840,you must fetch a medium light blue key,get a purple neutral medium key
2102937,go get a medium very_light purple key,get a purple medium light key
2103070,go fetch a grey neutral tiny key,go get a neutral grey tiny key
2103271,go fetch a medium red light ball,fetch a light red medium ball
2103291,you must fetch a purple small light ball,get a small very_light yellow ball
2103356,get a giant neutral giant key,you must fetch a neutral green giant key
2103372,fetch a medium red very_light ball,you must fetch a large red very_light ball
